Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_ X_Percentage,Class_XII_Percentage,Father_occupation,Mother_occupation,mixed_type_col
good,male,obc,oa,two,cbse,cbse,english,vg,vg,doctor,house_wife,950
good,male,general,wa,three,seba,ahsec,english,excellent,excellent,others,house_wife,222
good,male,obc,no,five,seba,ahsec,others,good,average,school_teacher,house_wife,83
good,male,general,wa,two,cbse,cbse,english,excellent,vg,others,house_wife,222
good,male,obc,oa,two,cbse,cbse,english,excellent,excellent,business,others,823
good,male,obc,no,one,cbse,cbse,english,excellent,excellent,others,house_wife,bad
good,female,obc,wa,seven,cbse,cbse,english,excellent,good,others,house_wife,819
good,male,sc,wa,two,seba,ahsec,english,excellent,excellent,doctor,house_wife,461
good,female,sc,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,bad
good,female,obc,wa,one,seba,ahsec,english,vg,excellent,doctor,house_wife,387
good,female,obc,wa,one,seba,ahsec,others,excellent,excellent,business,house_wife,199
good,male,general,wa,two,cbse,cbse,english,excellent,vg,others,others,556
good,female,obc,wa,three,seba,ahsec,english,excellent,excellent,others,others,269
good,male,obc,wa,two,seba,ahsec,assamese,excellent,vg,school_teacher,house_wife,970
good,female,general,wa,two,seba,ahsec,english,excellent,excellent,doctor,house_wife,377
good,female,general,oa,one,cbse,cbse,english,excellent,excellent,school_teacher,school_teacher,314
good,female,general,no,one,seba,ahsec,english,excellent,excellent,school_teacher,school_teacher,unknown
good,female,obc,no,two,seba,ahsec,english,excellent,vg,business,house_wife,520
good,female,general,no,one,cbse,cbse,english,excellent,excellent,doctor,house_wife,170
good,male,general,wa,three,seba,ahsec,others,vg,good,school_teacher,house_wife,480
good,female,obc,wa,two,cbse,cbse,english,excellent,excellent,school_teacher,others,none
good,male,general,wa,two,seba,ahsec,english,excellent,excellent,others,house_wife,716
good,male,general,wa,one,cbse,cbse,english,excellent,vg,others,house_wife,573
good,female,obc,wa,one,cbse,cbse,english,excellent,excellent,others,others,730
good,male,general,wa,two,cbse,cbse,english,excellent,excellent,business,house_wife,none
good,male,general,wa,one,seba,ahsec,english,none,excellent,doctor,house_wife,729
none,male,general,wa,one,seba,ahsec,english,excellent,excellent,school_teacher,house_wife,340
good,female,obc,wa,two,cbse,cbse,english,excellent,vg,others,house_wife,201
good,female,obc,wa,one,cbse,cbse,english,excellent,excellent,others,others,529
good,female,obc,wa,two,seba,ahsec,english,excellent,excellent,others,school_teacher,449
good,female,obc,wa,three,seba,ahsec,others,good,good,business,house_wife,313
good,male,general,wa,two,cbse,none,english,excellent,excellent,others,house_wife,811
good,female,obc,wa,four,seba,ahsec,english,vg,good,business,house_wife,bad
good,female,obc,oa,two,seba,ahsec,english,excellent,excellent,school_teacher,school_teacher,unknown
good,female,obc,wa,two,cbse,cbse,english,excellent,excellent,doctor,others,680
good,male,general,wa,two,seba,ahsec,others,excellent,excellent,others,school_teacher,984
good,male,general,wa,two,seba,ahsec,others,excellent,vg,others,others,11
good,female,general,no,one,seba,ahsec,english,excellent,excellent,school_teacher,school_teacher,364
good,female,obc,no,one,seba,ahsec,english,excellent,none,others,house_wife,737
good,male,general,wa,one,seba,ahsec,english,excellent,excellent,school_teacher,school_teacher,497
good,male,obc,oa,two,seba,ahsec,english,excellent,excellent,doctor,house_wife,none
good,male,obc,no,three,seba,ahsec,english,excellent,vg,others,house_wife,474
good,female,general,wa,three,seba,ahsec,assamese,excellent,vg,doctor,others,none
good,female,general,wa,one,seba,cbse,english,excellent,excellent,business,house_wife,433
good,male,general,no,one,seba,ahsec,others,excellent,excellent,cultivator,house_wife,404
good,female,general,wa,two,cbse,cbse,english,excellent,excellent,doctor,others,845
good,male,general,wa,one,seba,ahsec,english,excellent,excellent,others,house_wife,147
good,female,general,no,two,cbse,cbse,english,excellent,vg,others,house_wife,155
good,male,general,wa,one,seba,ahsec,english,excellent,excellent,others,house_wife,141
good,female,sc,no,three,seba,ahsec,english,excellent,excellent,business,house_wife,567
good,female,general,wa,two,seba,ahsec,english,excellent,excellent,others,others,995
good,female,general,wa,one,cbse,cbse,english,excellent,good,business,house_wife,618
good,male,general,wa,two,seba,ahsec,english,vg,vg,school_teacher,school_teacher,816
good,male,general,no,one,seba,ahsec,others,excellent,excellent,school_teacher,house_wife,851
good,male,obc,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,none
good,male,general,wa,two,seba,ahsec,english,excellent,vg,others,house_wife,609
good,male,general,no,two,seba,ahsec,others,good,good,school_teacher,house_wife,243
good,female,obc,wa,one,seba,ahsec,assamese,excellent,excellent,others,school_teacher,960
good,male,sc,no,one,cbse,cbse,english,excellent,excellent,business,house_wife,787
good,male,general,wa,two,seba,ahsec,english,vg,vg,business,house_wife,872
good,male,obc,wa,two,cbse,cbse,english,vg,good,business,house_wife,983
good,male,general,no,two,seba,ahsec,english,vg,vg,others,house_wife,348
good,male,general,wa,two,cbse,cbse,english,excellent,excellent,school_teacher,school_teacher,143
good,male,general,wa,two,seba,ahsec,others,vg,vg,school_teacher,house_wife,859
good,female,st,wa,one,seba,ahsec,others,excellent,excellent,school_teacher,school_teacher,none
good,female,general,no,one,seba,ahsec,english,excellent,excellent,others,school_teacher,bad
good,female,obc,no,one,seba,ahsec,english,excellent,excellent,others,others,694
good,male,sc,no,three,cbse,cbse,english,excellent,vg,others,house_wife,257
good,male,obc,wa,two,seba,ahsec,assamese,excellent,vg,others,house_wife,354
good,female,obc,wa,two,seba,ahsec,english,excellent,vg,others,house_wife,610
good,male,general,oa,two,cbse,cbse,english,excellent,excellent,others,school_teacher,394
good,male,general,no,two,cbse,cbse,english,excellent,excellent,others,house_wife,281
good,male,general,wa,two,cbse,cbse,english,excellent,vg,business,house_wife,209
good,male,sc,wa,two,cbse,cbse,english,excellent,excellent,cultivator,house_wife,649
good,male,general,oa,one,cbse,cbse,english,excellent,excellent,doctor,school_teacher,35
good,male,general,no,one,cbse,cbse,english,excellent,excellent,doctor,house_wife,unknown
good,male,general,no,two,seba,ahsec,others,vg,vg,business,house_wife,none
good,male,general,wa,four,seba,ahsec,others,vg,good,school_teacher,house_wife,734
good,female,sc,wa,two,seba,ahsec,english,excellent,excellent,others,house_wife,29
good,male,obc,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,419
good,female,general,wa,one,seba,cbse,english,excellent,excellent,business,house_wife,121
good,female,general,wa,two,cbse,cbse,english,excellent,vg,others,others,587
good,female,general,wa,two,seba,cbse,english,excellent,none,others,house_wife,bad
good,female,obc,wa,two,none,ahsec,english,excellent,excellent,others,others,25
good,male,general,wa,two,cbse,cbse,english,excellent,excellent,business,others,411
good,female,general,no,one,seba,cbse,english,excellent,excellent,school_teacher,school_teacher,bad
good,female,obc,wa,two,seba,ahsec,english,excellent,vg,others,house_wife,109
good,male,general,no,one,cbse,none,english,excellent,vg,business,house_wife,495
good,male,general,no,one,seba,cbse,english,excellent,excellent,business,house_wife,unknown
good,female,sc,wa,one,others,cbse,english,excellent,excellent,doctor,house_wife,none
good,female,obc,wa,one,seba,ahsec,english,excellent,excellent,doctor,house_wife,750
good,female,general,no,two,seba,cbse,english,excellent,vg,business,house_wife,unknown
good,female,obc,wa,two,seba,ahsec,english,excellent,none,doctor,school_teacher,942
good,male,general,wa,three,cbse,cbse,english,vg,good,others,house_wife,145
good,female,general,no,one,seba,ahsec,english,excellent,excellent,others,school_teacher,605
good,male,general,wa,three,seba,ahsec,others,vg,vg,cultivator,house_wife,none
good,male,obc,wa,two,seba,ahsec,assamese,excellent,excellent,school_teacher,school_teacher,none
good,female,general,wa,one,others,cbse,english,excellent,excellent,business,house_wife,943
good,male,general,wa,three,seba,ahsec,others,vg,vg,school_teacher,house_wife,702
good,female,general,no,three,cbse,cbse,english,excellent,good,business,others,none
good,female,general,wa,two,cbse,cbse,english,excellent,excellent,business,school_teacher,52
good,male,general,oa,two,cbse,cbse,english,excellent,vg,school_teacher,house_wife,675
good,female,st,no,one,seba,ahsec,others,excellent,excellent,others,house_wife,unknown
good,female,obc,oa,one,others,cbse,english,excellent,excellent,business,house_wife,49
good,female,general,wa,two,cbse,cbse,english,excellent,excellent,others,others,986
good,male,general,wa,two,seba,ahsec,assamese,excellent,excellent,doctor,school_teacher,718
good,female,general,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,462
good,female,sc,no,one,seba,ahsec,english,excellent,excellent,school_teacher,school_teacher,none
good,female,general,wa,one,seba,ahsec,others,excellent,excellent,others,house_wife,271
good,male,general,wa,three,seba,ahsec,english,excellent,vg,school_teacher,none,451
good,male,obc,no,two,seba,ahsec,english,good,vg,others,others,57
good,male,general,wa,two,seba,ahsec,others,vg,excellent,school_teacher,house_wife,367
good,male,general,wa,three,cbse,cbse,english,good,good,school_teacher,house_wife,217
good,male,sc,wa,two,seba,ahsec,assamese,excellent,vg,school_teacher,house_wife,112
good,male,general,wa,two,seba,ahsec,others,good,vg,school_teacher,others,125
good,male,general,no,one,seba,ahsec,none,excellent,excellent,school_teacher,house_wife,345
good,female,general,wa,one,seba,ahsec,english,excellent,excellent,business,house_wife,382
good,male,general,oa,two,cbse,cbse,english,excellent,excellent,cultivator,house_wife,350
good,male,general,oa,one,cbse,cbse,english,excellent,excellent,none,none,689
good,male,general,wa,two,seba,ahsec,others,vg,excellent,others,school_teacher,522
good,male,general,wa,two,cbse,ahsec,english,excellent,excellent,school_teacher,school_teacher,192
good,female,obc,no,one,cbse,cbse,none,excellent,vg,others,others,972
good,female,obc,wa,two,seba,ahsec,assamese,excellent,excellent,doctor,house_wife,730
good,male,general,no,one,cbse,cbse,english,excellent,excellent,others,others,none
good,male,sc,wa,one,seba,ahsec,others,excellent,excellent,others,house_wife,49
good,male,general,wa,two,seba,ahsec,others,vg,vg,others,house_wife,bad
good,male,general,wa,one,cbse,cbse,english,excellent,excellent,others,house_wife,bad
good,male,obc,wa,one,seba,ahsec,english,excellent,excellent,others,house_wife,461
good,female,general,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,161
good,male,obc,no,two,seba,ahsec,others,average,good,others,house_wife,107
good,male,general,none,one,none,cbse,english,excellent,excellent,others,house_wife,289
good,female,obc,wa,two,seba,ahsec,english,vg,vg,doctor,house_wife,230
good,male,general,no,one,cbse,cbse,english,excellent,excellent,others,house_wife,209
good,male,obc,wa,three,seba,ahsec,assamese,good,average,others,house_wife,unknown
good,male,obc,wa,three,cbse,cbse,english,excellent,vg,others,school_teacher,46
good,male,obc,wa,two,cbse,cbse,english,excellent,excellent,business,house_wife,unknown
good,male,obc,no,three,cbse,ahsec,assamese,vg,good,school_teacher,house_wife,none
good,female,obc,wa,two,seba,cbse,english,excellent,vg,others,others,865
good,male,obc,no,one,seba,cbse,english,excellent,excellent,business,house_wife,unknown
good,female,obc,wa,four,seba,ahsec,assamese,excellent,vg,business,others,unknown
good,female,obc,wa,four,seba,ahsec,english,vg,vg,business,house_wife,991
good,female,obc,wa,three,seba,ahsec,english,excellent,vg,others,house_wife,578
good,female,obc,wa,two,seba,ahsec,assamese,excellent,excellent,cultivator,school_teacher,390
good,female,obc,wa,three,seba,ahsec,assamese,excellent,vg,others,school_teacher,491
good,male,obc,wa,one,seba,ahsec,english,excellent,good,school_teacher,school_teacher,213
good,male,obc,no,one,seba,ahsec,english,excellent,excellent,doctor,others,397
good,male,obc,wa,three,cbse,cbse,english,good,excellent,others,house_wife,936
good,female,obc,wa,one,seba,ahsec,english,excellent,excellent,others,school_teacher,unknown
good,female,obc,no,one,seba,ahsec,english,excellent,excellent,school_teacher,house_wife,430
good,female,obc,oa,two,seba,ahsec,english,excellent,excellent,others,house_wife,124
good,female,obc,wa,two,seba,ahsec,english,excellent,excellent,doctor,house_wife,906
good,female,obc,wa,two,cbse,cbse,english,excellent,excellent,doctor,house_wife,unknown
good,female,obc,wa,one,seba,ahsec,english,vg,excellent,business,house_wife,721
good,male,obc,wa,three,cbse,cbse,english,excellent,vg,business,house_wife,303
average,female,obc,wa,two,seba,ahsec,assamese,excellent,excellent,school_teacher,house_wife,278
average,male,obc,wa,two,seba,ahsec,english,excellent,excellent,business,house_wife,171
average,female,obc,wa,one,seba,cbse,english,excellent,excellent,others,house_wife,unknown
average,male,obc,wa,two,seba,ahsec,english,vg,good,others,house_wife,677
average,female,obc,wa,two,seba,ahsec,assamese,excellent,excellent,doctor,house_wife,416
average,male,obc,wa,one,none,cbse,english,excellent,excellent,others,school_teacher,24
average,female,obc,none,three,seba,ahsec,assamese,excellent,vg,school_teacher,house_wife,bad
average,male,obc,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,bad
average,female,obc,no,one,seba,ahsec,english,excellent,excellent,business,house_wife,401
average,male,obc,wa,three,seba,ahsec,assamese,vg,good,business,house_wife,unknown
average,male,obc,oa,two,cbse,cbse,english,excellent,excellent,doctor,others,962
average,female,obc,wa,two,seba,ahsec,assamese,excellent,excellent,others,house_wife,unknown
average,male,obc,wa,two,seba,ahsec,english,vg,vg,others,others,none
average,female,obc,wa,two,seba,ahsec,english,excellent,excellent,others,house_wife,487
average,female,obc,no,two,seba,ahsec,assamese,vg,good,others,house_wife,45
average,male,obc,no,two,cbse,cbse,none,excellent,excellent,school_teacher,house_wife,495
average,female,obc,wa,one,cbse,none,english,excellent,excellent,others,house_wife,576
average,male,obc,wa,two,seba,ahsec,english,excellent,vg,business,house_wife,773
average,male,obc,no,two,seba,ahsec,english,vg,vg,others,house_wife,336
average,male,obc,wa,one,seba,cbse,english,vg,vg,business,house_wife,36
average,male,obc,wa,three,cbse,cbse,english,excellent,good,others,others,454
average,male,obc,no,four,seba,ahsec,others,vg,average,school_teacher,house_wife,427
none,female,obc,no,one,seba,ahsec,english,excellent,excellent,others,school_teacher,624
average,male,obc,wa,two,seba,ahsec,assamese,excellent,vg,others,house_wife,99
average,male,obc,no,two,seba,ahsec,assamese,excellent,excellent,business,school_teacher,613
good,female,sc,wa,three,cbse,cbse,english,excellent,excellent,others,house_wife,none
good,male,sc,wa,three,seba,ahsec,english,vg,good,school_teacher,house_wife,bad
good,female,sc,wa,two,seba,ahsec,english,excellent,vg,business,house_wife,983
good,female,sc,no,two,seba,ahsec,others,excellent,excellent,engineer,house_wife,227
good,female,sc,oa,two,seba,none,english,excellent,vg,others,house_wife,753
good,female,sc,wa,three,seba,ahsec,english,vg,vg,others,house_wife,bad
good,male,sc,wa,two,cbse,cbse,english,excellent,excellent,cultivator,house_wife,985
average,female,sc,no,two,cbse,cbse,english,excellent,excellent,engineer,house_wife,unknown
average,female,sc,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,746
average,female,sc,wa,three,seba,ahsec,english,excellent,excellent,business,house_wife,777
average,none,sc,wa,one,seba,ahsec,assamese,good,good,others,house_wife,608
average,female,sc,wa,two,seba,ahsec,english,excellent,excellent,others,house_wife,bad
average,female,sc,wa,three,seba,ahsec,assamese,good,good,school_teacher,house_wife,unknown
average,female,sc,wa,one,seba,cbse,english,excellent,excellent,business,house_wife,476
average,female,sc,wa,three,cbse,cbse,english,vg,vg,bank_official,others,659
average,female,sc,no,one,seba,ahsec,assamese,excellent,excellent,others,house_wife,613
average,female,sc,none,two,seba,ahsec,assamese,average,good,business,house_wife,unknown
average,male,sc,no,one,none,cbse,english,excellent,excellent,others,house_wife,117
average,female,sc,no,two,cbse,cbse,english,excellent,excellent,others,others,bad
average,female,sc,wa,two,seba,ahsec,english,excellent,vg,business,house_wife,937
average,male,sc,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,520
average,male,sc,wa,two,seba,ahsec,assamese,vg,vg,cultivator,house_wife,636
average,male,sc,wa,two,cbse,cbse,english,nan,none,school_teacher,others,258
average,male,sc,wa,two,seba,ahsec,english,excellent,excellent,business,school_teacher,unknown
average,female,sc,wa,two,seba,ahsec,english,excellent,vg,others,house_wife,bad
average,male,sc,no,one,seba,cbse,english,excellent,excellent,business,house_wife,none
average,female,sc,wa,two,seba,ahsec,others,excellent,vg,school_teacher,house_wife,146
average,male,sc,no,one,seba,ahsec,english,excellent,excellent,others,others,unknown
average,male,sc,no,two,seba,ahsec,english,vg,vg,others,house_wife,565
average,female,sc,no,two,seba,cbse,english,vg,vg,doctor,school_teacher,280
average,female,sc,wa,three,seba,ahsec,others,good,good,school_teacher,others,245
average,female,sc,wa,two,seba,cbse,english,vg,excellent,others,house_wife,269
average,female,sc,wa,two,seba,ahsec,english,excellent,vg,others,others,293
average,male,sc,wa,two,seba,ahsec,english,excellent,vg,others,school_teacher,739
average,male,sc,wa,two,none,ahsec,assamese,excellent,vg,school_teacher,house_wife,499
average,female,sc,wa,one,cbse,cbse,english,excellent,excellent,engineer,house_wife,469
average,male,sc,no,one,seba,ahsec,english,excellent,excellent,business,house_wife,162
average,male,none,wa,two,seba,ahsec,assamese,excellent,excellent,engineer,house_wife,544
good,male,st,wa,two,seba,ahsec,assamese,excellent,excellent,school_teacher,school_teacher,none
good,female,st,wa,two,cbse,cbse,english,excellent,vg,business,house_wife,745
good,female,st,wa,two,seba,ahsec,english,vg,vg,bank_official,house_wife,446
average,none,st,wa,two,none,cbse,english,vg,vg,business,house_wife,unknown
average,male,st,oa,two,cbse,cbse,english,excellent,excellent,others,school_teacher,unknown
average,male,st,no,one,cbse,cbse,english,excellent,excellent,school_teacher,school_teacher,unknown
average,male,st,no,three,seba,ahsec,english,vg,vg,school_teacher,school_teacher,bad
average,male,st,wa,two,cbse,cbse,english,excellent,vg,others,house_wife,unknown
average,female,st,wa,one,cbse,cbse,english,excellent,vg,others,school_teacher,843
average,female,st,wa,two,seba,cbse,english,none,excellent,doctor,college_teacher,bad
average,female,st,wa,one,seba,ahsec,english,excellent,excellent,others,house_wife,bad
average,female,st,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,929
average,male,st,wa,one,seba,ahsec,english,good,good,engineer,school_teacher,none
average,male,st,wa,one,seba,cbse,english,excellent,excellent,others,house_wife,none
average,female,st,wa,two,seba,ahsec,english,excellent,vg,school_teacher,house_wife,unknown
average,male,st,no,one,cbse,cbse,english,excellent,excellent,cultivator,house_wife,unknown
average,female,st,wa,two,seba,ahsec,english,vg,vg,bank_official,house_wife,745
average,male,st,wa,two,cbse,cbse,english,excellent,vg,cultivator,house_wife,9
average,female,st,wa,three,cbse,cbse,english,excellent,good,engineer,business,945
average,male,st,wa,two,seba,ahsec,english,excellent,excellent,others,house_wife,none
average,nan,st,oa,two,cbse,cbse,english,excellent,vg,business,school_teacher,bad
average,female,st,wa,two,seba,ahsec,english,vg,vg,doctor,house_wife,bad
average,female,st,wa,two,cbse,cbse,english,vg,vg,others,house_wife,bad
average,female,st,wa,two,seba,ahsec,english,excellent,excellent,school_teacher,house_wife,unknown
average,male,st,wa,two,cbse,cbse,english,excellent,good,others,house_wife,109
average,female,st,wa,two,others,others,english,excellent,excellent,doctor,college_teacher,bad
average,female,st,wa,two,seba,ahsec,assamese,excellent,vg,others,others,6
average,male,st,oa,one,cbse,cbse,english,excellent,excellent,others,house_wife,795
average,female,st,no,two,cbse,cbse,english,excellent,excellent,bank_official,house_wife,743
average,male,st,wa,two,seba,ahsec,assamese,excellent,vg,bank_official,house_wife,892
average,female,st,wa,one,seba,ahsec,others,average,vg,others,house_wife,981
average,male,st,no,one,seba,ahsec,english,excellent,excellent,others,others,964
average,female,st,wa,two,cbse,cbse,english,excellent,good,engineer,house_wife,992
average,male,st,wa,two,cbse,cbse,english,excellent,excellent,cultivator,house_wife,unknown
average,male,st,wa,two,seba,ahsec,assamese,excellent,excellent,cultivator,house_wife,784
average,female,st,wa,three,seba,ahsec,english,vg,average,others,house_wife,723
average,male,st,no,two,cbse,cbse,english,vg,good,cultivator,house_wife,162
average,male,st,wa,one,seba,ahsec,english,average,good,others,house_wife,136
average,female,st,oa,two,cbse,cbse,english,excellent,vg,others,house_wife,977
average,female,st,wa,three,cbse,cbse,english,excellent,vg,bank_official,house_wife,882
average,female,st,wa,two,seba,none,assamese,excellent,excellent,school_teacher,school_teacher,bad
average,male,st,oa,three,cbse,cbse,english,vg,excellent,others,house_wife,74
average,female,st,wa,two,seba,ahsec,english,excellent,vg,others,house_wife,unknown
average,female,st,wa,two,seba,ahsec,english,excellent,vg,college_teacher,house_wife,5
average,female,st,wa,two,seba,nan,english,excellent,good,school_teacher,house_wife,unknown
average,male,st,wa,two,cbse,cbse,english,excellent,vg,school_teacher,house_wife,unknown
average,male,st,no,one,seba,ahsec,english,average,average,others,house_wife,49
average,male,st,no,three,none,cbse,english,excellent,good,others,house_wife,979
average,male,st,no,one,seba,ahsec,assamese,vg,good,cultivator,house_wife,825
average,female,st,wa,two,seba,ahsec,english,excellent,vg,others,house_wife,904
average,female,st,wa,two,seba,ahsec,english,vg,vg,others,house_wife,997
average,male,st,no,one,seba,ahsec,english,good,vg,others,house_wife,14
average,male,none,wa,two,seba,ahsec,english,vg,vg,school_teacher,house_wife,none
average,male,st,wa,two,cbse,cbse,english,excellent,vg,others,house_wife,none
average,male,st,wa,two,cbse,cbse,english,excellent,vg,others,house_wife,781
average,male,st,wa,two,seba,ahsec,english,excellent,good,others,house_wife,265
average,male,st,no,one,cbse,cbse,english,excellent,excellent,school_teacher,house_wife,390
average,female,st,wa,one,cbse,cbse,english,excellent,excellent,engineer,others,929
average,male,st,no,three,cbse,cbse,english,excellent,excellent,others,house_wife,unknown
average,female,st,wa,two,seba,ahsec,english,excellent,vg,cultivator,others,641
average,female,st,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,792
average,female,st,wa,two,cbse,cbse,english,excellent,vg,engineer,house_wife,798
average,female,st,wa,two,cbse,cbse,english,excellent,good,others,house_wife,597
average,male,st,wa,two,cbse,cbse,english,vg,vg,others,house_wife,766
average,male,none,oa,two,cbse,cbse,english,excellent,vg,cultivator,house_wife,909
average,female,st,wa,one,seba,ahsec,english,excellent,excellent,school_teacher,school_teacher,765
average,male,st,no,two,seba,ahsec,english,average,good,business,house_wife,115
average,male,st,no,one,seba,ahsec,assamese,average,average,cultivator,house_wife,bad
average,male,st,no,one,seba,ahsec,english,excellent,excellent,doctor,house_wife,305
average,male,st,oa,one,cbse,cbse,english,vg,excellent,school_teacher,others,unknown
average,male,st,wa,one,cbse,cbse,english,excellent,vg,engineer,house_wife,360
average,male,st,wa,two,seba,ahsec,english,good,good,others,house_wife,219
average,male,st,wa,one,seba,ahsec,english,excellent,excellent,others,others,bad
average,female,st,no,one,cbse,cbse,english,excellent,excellent,others,doctor,110
average,female,st,wa,two,seba,ahsec,english,excellent,vg,others,school_teacher,787
average,male,st,wa,two,cbse,ahsec,english,good,good,others,school_teacher,658
average,female,st,wa,one,seba,ahsec,none,vg,good,engineer,house_wife,unknown
average,male,st,wa,two,seba,ahsec,english,vg,vg,others,house_wife,bad
average,male,st,no,three,seba,ahsec,english,good,average,cultivator,house_wife,295
average,female,st,wa,two,others,others,english,vg,vg,school_teacher,house_wife,898
average,female,st,wa,one,seba,ahsec,english,vg,vg,others,school_teacher,493
average,male,st,wa,three,cbse,cbse,english,vg,vg,bank_official,house_wife,560
average,female,st,wa,one,seba,ahsec,english,vg,vg,business,doctor,28
average,female,st,wa,four,seba,ahsec,assamese,vg,good,cultivator,house_wife,762
average,male,st,no,one,seba,ahsec,english,average,good,business,others,unknown
average,male,st,wa,two,seba,ahsec,english,good,good,others,school_teacher,963
average,male,st,wa,two,seba,ahsec,english,vg,good,others,house_wife,none
average,female,st,wa,three,seba,ahsec,english,good,good,school_teacher,house_wife,none
average,male,st,wa,three,seba,ahsec,english,good,good,school_teacher,house_wife,unknown
average,female,st,oa,three,others,others,english,good,good,cultivator,house_wife,477
average,female,st,wa,two,seba,ahsec,english,good,good,others,house_wife,470
average,female,st,no,three,seba,ahsec,english,average,average,school_teacher,house_wife,949
average,male,st,wa,one,cbse,cbse,english,excellent,excellent,others,school_teacher,364
average,female,st,wa,two,seba,ahsec,english,vg,vg,others,others,397
average,male,st,no,one,seba,ahsec,english,vg,vg,cultivator,none,624
average,female,st,wa,two,cbse,ahsec,english,excellent,good,business,house_wife,170
average,female,st,wa,two,seba,ahsec,english,excellent,vg,others,others,828
none,female,st,no,one,seba,ahsec,english,vg,good,business,school_teacher,bad
average,female,st,wa,two,seba,cbse,english,good,vg,doctor,school_teacher,none
average,female,st,wa,one,seba,ahsec,english,good,vg,others,house_wife,10
average,male,st,wa,three,seba,ahsec,english,vg,good,cultivator,house_wife,unknown
average,male,st,wa,two,seba,cbse,english,good,vg,others,school_teacher,582
average,male,st,wa,three,seba,ahsec,english,good,good,school_teacher,house_wife,704
average,female,st,no,one,seba,cbse,english,vg,good,business,others,none
good,male,obc,no,one,seba,ahsec,english,excellent,excellent,doctor,others,777
vg,male,general,wa,two,cbse,cbse,english,excellent,vg,bank_official,house_wife,321
good,male,general,wa,two,cbse,cbse,english,excellent,excellent,business,others,825
excellent,female,general,wa,two,seba,ahsec,assamese,excellent,excellent,business,house_wife,194
good,male,obc,oa,two,cbse,cbse,english,excellent,excellent,business,others,209
good,male,general,no,one,seba,ahsec,others,excellent,excellent,school_teacher,house_wife,358
vg,male,general,wa,two,cbse,cbse,english,excellent,vg,business,house_wife,539
excellent,male,general,no,two,cbse,cbse,english,excellent,good,bank_official,house_wife,203
average,male,obc,wa,two,cbse,cbse,english,excellent,excellent,others,house_wife,900
average,female,st,wa,two,seba,cbse,english,vg,vg,business,house_wife,270
average,male,st,wa,two,seba,ahsec,english,vg,good,others,house_wife,none
vg,male,sc,wa,two,seba,ahsec,english,excellent,excellent,others,house_wife,none
excellent,male,general,wa,two,seba,ahsec,english,excellent,excellent,engineer,college_teacher,429
